budget,genres,keywords,original language,popularity,production company,release date,revenue,runtime,title,vote average,vote count
28000000,"Drama,,,,,","buddhism,china,mountains,buddhist monk,tibet,dalai lama,lhasa,buddha,,,,",en,7.039189,"Touchstone Pictures,,,,,,,,,",12/25/97,5684789,134,Kundun,6.8,91
27000000,"Comedy,Romance,Drama,,,","failure,starlet,,,,,,,,,,",en,16.785866,"UK Film Council,Intandem Films,Aramid Entertainment Fund,Film4,Lipsync Productions,Number 9 Films,,,,",10/2/08,17286299,110,How to Lose Friends & Alienate People,6.2,244
28000000,"Action,Adventure,Crime,,,","crime fighter,secret identity,marvel comic,superhero,aftercreditsstinger,teen superheroes,,,,,,",en,40.28635,"Universal Pictures,Marv Films,,,,,,,,",7/17/13,60700000,103,Kick-Ass 2,6.3,2224
24000000,"Action,,,,,",",,,,,,,,,,,",es,6.009644,"Twentieth Century Fox Film Corporation,Estudios Picasso,NBC Universal Global Networks,Origen Producciones Cinematograficas S.A.,,,,,,",9/1/06,23321954,145,Alatriste,5.6,61
28000000,"Action,Crime,Drama,,,","martial arts,atomic bomb,ghetto,parkour,cops,remake,undercover cop,gangster,remake of french film,,,",en,25.520976,"Canal+,EuropaCorp,Cin\u00e9+,D8,,,,,,",4/22/14,68896829,90,Brick Mansions,5.7,615
27500000,"Adventure,Action,Thriller,,,","atomic bomb,eastern block,crocodile,secret intelligence service,kgb,snake charmer,hot air balloon,east berlin,british secret service,,,",en,25.633663,"Eon Productions,,,,,,,,,",6/5/83,187500000,131,Octopussy,6.2,527
30000000,"Comedy,Romance,Drama,,,","alcohol,one-night stand,bed,pregnancy and birth,condom,paternity,drug use,beard,unprotected sex,duringcreditsstinger,,",en,22.527211,"Universal Pictures,Apatow Productions,,,,,,,,",6/1/07,219076518,129,Knocked Up,6.2,1214
30000000,"Drama,,,,,","parents kids relationship,sister sister relationship,court case,in vitro fertilisation,medical examiner,kidney transplant ,,,,,,",en,24.09152,"Mark Johnson Productions,Gran Via Productions,Curmudgeon Films,,,,,,,",6/26/09,95714875,109,My Sister's Keeper,7.1,598
35000000,"Comedy,Drama,,,,","talk show,,,,,,,,,,,",en,6.248273,"Universal Pictures,Spyglass Entertainment,,,,,,,,",2/8/08,43650785,114,Welcome Home Roscoe Jenkins,5.7,57
8000000,"Drama,Adventure,History,,,","doctor,india,english,magistrate,1920s,mosque,,,,,,",en,9.548391,"Columbia Pictures,EMI Films Ltd.,Thorn EMI Screen Entertainment,Home Box Office,,,,,,",12/14/84,27187653,163,A Passage to India,6.9,67
15000000,"Drama,Romance,,,,","sex,adultery,based on novel,cat,infidelity,secret,obsession,blackmail,nudity,seduction,studio,friendship",en,12.576381,"Fox Searchlight Pictures,Scott Rudin Productions,DNA Films,BBC Films,Ingenious Film Partners,UK Film Council,,,,",12/25/06,49469904,92,Notes on a Scandal,6.9,235
27500000,"Drama,Thriller,,,,","anti terror,terror,cia,loss of son,police brutality,terrorist,loss of brother,war against terror,kidnapping,intelligence,despair,inhumanity",en,12.741073,"Anonymous Content,Level 1 Entertainment,MID Foundation,,,,,,,",9/7/07,24748670,120,Rendition,6.2,205
27000000,"Science Fiction,Action,Adventure,Thriller,,","farewell,federation,starfleet,peace conference,uss enterprise-a,rura penthe,court case,peace contract,plan,klingon,space opera,",en,16.188572,"Paramount Pictures,,,,,,,,,",12/5/91,96900000,113,Star Trek VI: The Undiscovered Country,6.7,413
27000000,"Comedy,Drama,Romance,,,","secret society,conciliation,marriage,mother daughter relationship,playwright,family feud,woman director,,,,,",en,5.576937,"All Girl Productions,Gaylord Productions,,,,,,,,",6/7/02,0,116,Divine Secrets of the Ya-Ya Sisterhood,5.6,65
27000000,"Drama,Mystery,Thriller,Crime,,","washington d.c.,covered investigation,investigation,north carolina,missing person,,,,,,,",en,18.913,"Paramount Pictures,Rysher Entertainment,,,,,,,,",10/3/97,60527873,115,Kiss the Girls,6.2,345
27000000,"Music,Comedy,Action,Crime,,","dancing,prison,chicago,country music,nun,jazz,car journey,blues,nazis,music,concert,music instrument",en,44.714264,"Universal Pictures,,,,,,,,,",6/17/80,115229890,133,The Blues Brothers,7.5,1065
27000000,"Adventure,Comedy,Drama,Family,,","female friendship,best friend,summer vacation,woman director,young adult,,,,,,,",en,11.870301,",,,,,,,,,",8/6/08,44352417,117,The Sisterhood of the Traveling Pants 2,6,238
0,"Comedy,Music,,,,",",,,,,,,,,,,",en,5.753705,"Alcon Entertainment,O.N.C. Entertainment,Farrell Paura Productions,Gospel Truth Pictures,,,,,,",1/13/12,0,117,Joyful Noise,6.7,33
27000000,"Drama,Comedy,Romance,,,","london england,rock and roll,single parent,rap music,bachelor,becoming an adult,friendship,single,,,,",en,28.227984,"Universal Pictures,,,,,,,,,",4/26/02,129000000,101,About a Boy,6.6,607
27000000,"Horror,Comedy,Action,Science Fiction,Thriller,","diving,sheriff,lake,crocodile,deputy,paleontologist,cow,maine,decapitation,severed head,scientist,remote",en,11.678561,"Fox 2000 Pictures,Phoenix Pictures,Rocking Chair Productions,,,,,,,",7/15/99,56870414,82,Lake Placid,5.5,247
27000000,"Drama,Thriller,Crime,Mystery,,","assassination,assassin,identity,sniper,mistake in person,jew,gangster boss,gambling debts,boss,murder,sniper rifle,fbi agent",en,36.921445,"The Weinstein Company,FilmEngine,Capitol Films,Ascendant Pictures,VIP Medienfonds 4,The Complex Studio,,,,",2/24/06,56308881,110,Lucky Number Slevin,7.4,1323
27000000,"Drama,History,,,,","cold war,pilot,space travel,politics,historical figure,flight,astronaut,space race,sound barrier,,,",en,17.567332,"Warner Bros.,The Ladd Company,,,,,,,,",10/20/83,21500000,193,The Right Stuff,7.3,235
30000000,"Drama,History,Thriller,,,","shakespeare,anonymity,poet,play,political,duringcreditsstinger,false history,,,,,",en,16.698316,"Columbia Pictures,Centropolis Entertainment,,,,,,,,",10/21/11,15395087,130,Anonymous,6.3,288
27000000,"Drama,Family,Fantasy,Adventure,,","based on novel,fictional place,wolf,mythology,magic,horse,book,fairy tale,bully,school,talking animal,reading",en,47.862016,"Producers Sales Organization,Bavaria Film,Dieter Geissler Filmproduktion,Warner Bros.,Westdeutscher Rundfunk (WDR),Bavaria Studios,,,,",4/5/84,20158808,102,The NeverEnding Story,7,1002
27000000,"Mystery,Science Fiction,,,,","soul,sleep,manipulation,future,dystopia,chaos,memory,duel,parallel world,tech noir,matrix,neo-noir",en,39.324831,"New Line Cinema,Mystery Clock Cinema,,,,,,,,",2/27/98,27200316,100,Dark City,7.2,828
0,"Drama,History,Romance,,,","england,adultery,duke,gambling debts,marriage crisis,,,,,,,",en,18.591657,"BIM Distribuzione,BBC Films,Paramount Vantage,Qwerty Films,Path\u00e9,Magnolia Mae Films,,,,",9/5/08,0,110,The Duchess,6.7,396
25000000,"Adventure,Family,Fantasy,,,","wizard of oz,,,,,,,,,,,",en,5.650125,"Silver Screen Partners II,Oz Productions Ltd.,,,,,,,,",6/21/85,11137801,109,Return to Oz,6.7,120
27000000,"Crime,Action,Drama,,,","bank robber,crime spree,western u.s.,,,,,,,,,",en,3.123583,"Twentieth Century Fox Film Corporation,Detour Filmproduction,,,,,,,,",3/26/98,76000000,113,The Newton Boys,5.9,44
27000000,"Horror,Mystery,Thriller,,,","child abuse,detective,social worker,supernatural,murder,mental institution,youth,violence,danger,cityscape,drawn,falling elevator",en,23.917982,"Paramount Vantage,Anonymous Content,Misher Films,Case 39 Productions,,,,,,",8/13/09,29000000,109,Case 39,6.1,563
27000000,"Crime,Thriller,,,,","serial killer,,,,,,,,,,,",en,8.715822,"Paramount Pictures,Cruise/Wagner Productions,Lakeshore Entertainment,Intermedia Films,,,,,,",8/27/04,13000000,99,Suspect Zero,5.5,98
0,"Drama,,,,,","underdog,adoption,education,adoptive father,childhood trauma,alienation,alien,,,,,",en,5.737161,"New Line Cinema,,,,,,,,,",11/2/07,0,106,Martian Child,6.8,79
27000000,"Family,Comedy,Action,,,","spy,child hero,secret agent,espionage,,,,,,,,",en,14.788073,"Dimension Films,,,,,,,,,",8/18/11,85564310,89,Spy Kids: All the Time in the World,4.4,222
27000000,"Thriller,,,,,","bomb,sniper,tv show,hostage drama,police,hostage-taking,new york city,stock market,stock fraud,woman director,tv studio,",en,38.279458,"TriStar Pictures,Sony Pictures Releasing,Smokehouse Pictures,LStar Capital,Allegiance Theater,,,,,",5/12/16,93282604,98,Money Monster,6.5,1068
28,"Thriller,Action,Comedy,Crime,,","chemical,laxative,skinheads,,,,,,,,,",en,9.670031,"Film Council,Alliance Atlantis Communications,The Film Consortium,Focus Films,Momentum Films,National Lottery,Canadian Film or Video Production Tax Credit (CPTC),Artists Production Group (APG),Fifty First Films,",12/7/01,14,93,The 51st State,5.9,173
0,"Comedy,Drama,,,,","independent film,,,,,,,,,,,",en,5.271559,"Metro-Goldwyn-Mayer (MGM),,,,,,,,,",11/26/99,4488529,112,Flawless,5.9,56
27000000,"Mystery,Thriller,Crime,,,","fbi,island,serial killer,series of murders,,,,,,,,",en,17.193659,"Avenue Pictures Productions,Weed Road Pictures,Intermedia Films,Egmond Film & Television,Dimension Films,Outlaw Productions (I),Mindhunters (UK) Limited,Mindhunters Productie BV,Tonna Oy,Outlaw Victoria Productions Inc.",5/7/04,21148829,106,Mindhunters,6.3,333
25000000,"Comedy,Drama,,,,","film producer,midlife crisis,independent film,divorce,,,,,,,,",en,8.31653,"2929 Productions,Linson Entertainment,Art Linson Productions,Tribeca Productions,,,,,,",10/17/08,6673422,104,What Just Happened,5.2,127
0,"Drama,Thriller,,,,",",,,,,,,,,,,",en,2.653988,"Sony Pictures Classics,BBC Films,Serendipity Point Films,T\u00e9l\u00e9film Canada,Odessa Films,Movision,Astral Media,Corus Entertainment,Company Pictures,",12/12/03,0,120,The Statement,5.9,23
0,"Comedy,Drama,Music,,,","fictional place,opera,musical,,,,,,,,,",en,0.548435,"Walt deFaria,,,,,,,,,",9/7/06,0,133,The Magic Flute,6.9,6
26000000,"Action,Adventure,Comedy,Family,,","security guard,duringcreditsstinger,,,,,,,,,,",en,31.250383,"Columbia Pictures,Happy Madison Productions,Relativity Media,Hey Eddie,,,,,,",1/15/09,183293131,91,Paul Blart: Mall Cop,5.2,788
26000000,"Comedy,,,,,","single parent,brother sister relationship,mistake in person,bride,talk show,body exchange,motherly love,high school,mother daughter relationship,wedding,psychiatrist,body-swap",en,24.345651,"Walt Disney Pictures,Gunn Films,Casual Friday Productions,,,,,,,",8/3/03,110230332,97,Freaky Friday,6,879
26000000,"Comedy,Romance,,,,","first time,virgin,,,,,,,,,,",en,38.473732,"Universal Pictures,Apatow Productions,,,,,,,,",8/11/05,109449237,116,The 40 Year Old Virgin,6.2,1983
25000000,"Romance,History,,,,","shakespeare,love of one's life,oscar award,theatre play,theatre group,writer's block,theatre milieu,author,speculative,false history,,",en,31.792964,"Miramax Films,Universal Pictures,Bedford Falls Productions,,,,,,,",12/11/98,289317794,122,Shakespeare in Love,6.8,796
28000000,"Crime,Drama,Mystery,Thriller,,","based on novel,murder,mafia,private investigator,new york city,alcoholic,kingpin,wife murder,matt scudder,,,",en,61.309619,"Double Feature Films,Jersey Films,1984 Private Defense Contractors,Cross Creek Pictures,Exclusive Media Group,Traveling Picture Show Company (TPSC),Free State Pictures,Da Vinci Media Ventures,,",9/18/14,53181600,113,A Walk Among the Tombstones,6.2,1131
15000000,"Comedy,,,,,","crime fighter,cook,drug dealer,dying and death,kindergarten,kiss,police,teacher,children education,,,",en,5.411154,"Imagine Entertainment,Universal Pictures,,,,,,,,",12/21/90,201957688,111,Kindergarten Cop,5.8,628
27000000,"Action,Comedy,,,,","smoking,marijuana,stoner,roach,lollipop,painting toenails,radio call in show,driving through a wall,seed,reference to pandora's box,,",en,41.832392,"Columbia Pictures,Apatow Productions,,,,,,,,",8/6/08,101624843,111,Pineapple Express,6.6,1148
26000000,"Drama,Romance,Comedy,,,","france,child abuse,slavery,leonardo da vinci,prince,fairy tale,royalty,orphan,evil stepmother,step siblings,16th century,brigands",en,21.988861,"Twentieth Century Fox Film Corporation,,,,,,,,,",7/31/98,65705772,121,Ever After: A Cinderella Story,6.8,399
22000000,"Western,,,,,","horse,beef,ranger,,,,,,,,,",en,19.068175,"Tig Productions,Touchstone Pictures,Beacon Pictures,Cobalt Media Group,,,,,,",8/29/03,68296293,139,Open Range,7,262
26000000,"Drama,Horror,Science Fiction,Thriller,,","life and death,afterlife,swing,memory,medical student,confetti,,,,,,",en,24.114459,"Columbia Pictures Corporation,Stonebridge Entertainment,,,,,,,,",8/9/90,61489265,115,Flatliners,6.3,404
22000000,"Drama,History,War,,,","netherlands,world war ii,panzer,british soldier,,,,,,,,",en,20.256571,"United Artists,Joseph E. Levine Productions,,,,,,,,",6/15/77,50750000,175,A Bridge Too Far,6.9,207
26000000,"Horror,Thriller,,,,","hostage,menace,hitman,airplane,,,,,,,,",en,8.802626,"DreamWorks SKG,Craven-Maddalena Films,BenderSpink,,,,,,,",8/4/05,57891803,85,Red Eye,6.2,455
26000000,"Horror,Mystery,,,,","ambulance,premonition,hospital,,,,,,,,,",en,37.355826,"New Line Cinema,Zide-Perry Productions,,,,,,,,",1/31/03,90426405,90,Final Destination 2,5.9,1023
26000000,"Action,Adventure,Comedy,,,","prophecy,southern usa,music record,country music,mississippi,seduction,musical,fraud,,,,",en,39.742009,"Universal Pictures,Mike Zoss Productions,Studio Canal,Touchstone Pictures,Working Title Films,,,,,",8/30/00,71868327,106,"O Brother, Where Art Thou?",7.3,1112
26000000,"Horror,,,,,","angel,diner,religion,apocalypse,demon,desert,angels,,,,,",en,30.981604,"Bold Films,,,,,,,,,",1/21/10,67918658,100,Legion,5.2,629
25000000,"Thriller,Crime,Action,,,","miami,scam,crime,weight lifting,weightlifting,duringcreditsstinger,,,,,,",en,31.893932,"Paramount Pictures,De Line Pictures,,,,,,,,",4/18/13,86175291,130,Pain & Gain,6.1,1573
0,"Comedy,Drama,Romance,,,","midlife crisis,daughter,bad boss,,,,,,,,,",en,15.376391,"Depth of Field,,,,,,,,,",12/29/04,0,109,In Good Company,5.9,194
26000000,"Adventure,Family,Science Fiction,Thriller,,","time,airplane,youth,wristwatch,,,,,,,,",en,5.894163,"Paramount Pictures,Nickelodeon Movies,Valhalla Motion Pictures,,,,,,,",3/17/02,38793283,94,Clockstoppers,4.9,89
26000000,"Action,Crime,Drama,Western,,","sheriff,fight,horse,male friendship,two guns belt,,,,,,,",en,10.981038,"Columbia Pictures,,,,,,,,,",7/10/85,0,127,Silverado,7.1,146
26000000,"Drama,Thriller,War,,,","brother brother relationship,brother-in-law,loss of husband,war in afghanistan,sister-in-law,,,,,,,",en,22.07638,"Lionsgate,Relativity Media,Sighvatsson Films,Michael De Luca Productions,Palomar Pictures (II),,,,,",1/27/09,43318349,104,Brothers,6.8,633
26000000,"Comedy,,,,,","london england,cia,teenage hero,teen spy,cia agent,,,,,,,",en,10.925618,"Splendid Pictures,Maverick Films,Metro-Goldwyn-Mayer (MGM),Dylan Sellers Productions,Madacy Entertainment,,,,,",12/3/04,28818995,100,Agent Cody Banks 2: Destination London,5.2,144
56000000,"Comedy,Romance,,,,","new year's eve,illustrator,caterer,pedicab,ticket,videoconferencing,multiple storylines,duringcreditsstinger,,,,",en,21.219292,"New Line Cinema,,,,,,,,,",12/8/11,142044638,118,New Year's Eve,5.7,718
42000000,"Drama,Thriller,Mystery,Romance,,","women,sex,cuba,eroticism,lover (female),passion,coffee grower,sin,denunciation,,,",en,14.831402,"Metro-Goldwyn-Mayer (MGM),,,,,,,,,",8/3/01,35402320,118,Original Sin,5.8,198
26000000,"Crime,Thriller,Mystery,,,","poison,blackmail,masked ball,historical figure,buried alive,serial killer,deadline,edgar allan poe,newspaper review,baltimore maryland,newspaper office,hard times",en,22.520842,"Relativity Media,,,,,,,,,",3/9/12,29657751,111,The Raven,6.1,426
30000000,"Comedy,,,,,",",,,,,,,,,,,",en,3.314094,"Twentieth Century Fox Film Corporation,Intermedia Films,Mediastream Vierte Film GmbH & Co. Vermarktungs KG,Mooseport Productions,,,,,,",2/24/04,14000000,110,Welcome to Mooseport,4.8,54
26000000,"Action,Fantasy,Science Fiction,,,","japan,new york,scotland,morocco,good and bad,,,,,,,",en,7.964451,"Trans-Film,Initial Groupe,Lumi\u00e8re Pictures,Fallingcloud,,,,,,",11/29/94,36800000,99,Highlander: The Final Dimension,4.5,110
26000000,"Crime,Drama,Thriller,,,","robbery,gun,fight,love,murder,heist,theft,diamond,neo-noir,,,",en,1.492056,"Fox Searchlight Pictures,Marmont Productions,Blood & Wine Productions,Majestic Films International,,,,,,",10/3/96,0,101,Blood and Wine,5.5,34
26000000,"Fantasy,Horror,,,,","jealousy,toxication,castle,step mother,fairy-tale figure,apple,middle ages,mirror,nobility,,,",en,4.810621,"Interscope Communications,Polygram Filmed Entertainment,,,,,,,,",7/18/97,0,100,Snow White: A Tale of Terror,6,62
0,"Comedy,Crime,Mystery,Romance,Thriller,","hypnosis,independent film,,,,,,,,,,",en,9.317265,"DreamWorks SKG,Gravier Productions,,,,,,,,",8/5/01,0,103,The Curse of the Jade Scorpion,6.5,165
26000000,"Romance,Comedy,,,,","one-night stand,romantic comedy,accidental love,,,,,,,,,",en,5.644844,"K. JAM Media,,,,,,,,,",2/10/15,0,100,Accidental Love,3.9,95
25530000,"Adventure,Family,,,,","dolphin,florida,florida keys,summer,,,,,,,,",en,4.475007,"Universal Pictures,The Bubble Factory,American Films,,,,,,,",5/17/96,20080020,95,Flipper,5.3,84
26000000,"Science Fiction,Mystery,Thriller,,,","lie,immortality,terminal illness,laboratory,cancer,doctor,body-swap,death,rich,false memory,soul transference,rich man",en,66.097437,"Endgame Entertainment,Ram Bergman Productions,,,,,,,,",7/10/15,30523226,116,Self/less,6.3,1091
25000000,"Drama,Mystery,Thriller,,,","aids,diplomat,nairobi,politician,pharmaceutical industry,cancer,morgue,genocide in rwanda,,,,",en,20.679652,"Studio Babelsberg,Epsilon Motion Pictures,UK Film Council,Scion Films,Focus Features,Blue Sky Films,Potboiler Productions,,,",8/31/05,82466670,129,The Constant Gardener,6.8,417
30000000,"Drama,,,,,","christianity,jewry,roman empire,jesus christ,suffering,apostle,last supper,roman,bible,mission,torture,",en,38.171417,"Icon Productions,Twentieth Century Fox Film Corporation,,,,,,,,",2/25/04,611899420,127,The Passion of the Christ,6.9,864
25000000,"Comedy,Drama,Family,,,","san francisco,parents kids relationship,restaurant,nanny,mask,custody battle,fake identity,,,,,",en,30.884535,"Twentieth Century Fox Film Corporation,Blue Wolf,,,,,,,,",11/24/93,441286195,125,Mrs. Doubtfire,7,1591
25000000,"Drama,,,,,","individual,mentally disabled,autism,loss of father,yuppie,car dealer,egocentrism,travel,convertible,psychiatrist,duringcreditsstinger,savant",en,49.510658,"United Artists,Star Partners II Ltd.,,,,,,,,",12/11/88,412800000,133,Rain Man,7.6,1709
33000000,"Drama,,,,,","rape,war veteran,immigration,priest,gang,old man,teenager,gangster,detroit,widower,car,hmong",en,50.7453,"Village Roadshow Pictures,Malpaso Productions,Gerber Pictures,Warner Bros.,Double Nickel Entertainment,Matten Productions,WV Films IV,,,",12/9/08,269958228,116,Gran Torino,7.8,3086
25100000,"Drama,History,,,,","usa,white house,usa president,george w. bush,president,iraq war,,,,,,",en,10.445391,"Ixtlan Productions,Emperor Motion Pictures,Global Entertainment Group,,,,,,,",10/17/08,29506464,131,W.,6.1,143
25000000,"Action,Thriller,,,,","paris,kidnapping,human trafficking,rescue,prostitution,albanian,missing daughter,ex cia agent,,,,",en,80.879032,"Twentieth Century Fox Film Corporation,M6 Films,Canal+,TPS Star,Grive Productions,EuropaCorp,M6,Wintergreen Productions,All Pictures Media,",2/18/08,226830568,93,Taken,7.2,4369
26000000,"Drama,Romance,,,,","high school sweetheart,,,,,,,,,,,",en,33.93914,"Relativity Media,,,,,,,,,",10/16/14,35926213,117,The Best of Me,7.2,765
25000000,"Thriller,Action,Drama,Music,Romance,","sister sister relationship,anonymous letter,diva,bodyguard,oscar award,los angeles,,,,,,",en,26.576385,"Tig Productions,Warner Bros.,Kasdan Pictures,,,,,,,",11/25/92,411006740,129,The Bodyguard,6.1,661
22000000,"Drama,History,War,,,","factory,concentration camp,hero,holocaust,world war ii,nazis,defense industry,biography,the holocaust,,,",en,104.469351,"Universal Pictures,Amblin Entertainment,,,,,,,,",11/29/93,321365567,195,Schindler's List,8.3,4329
25000000,"Drama,,,,,","mississippi,based on novel,exploitation,racial segregation,racism,writer,maid,moral courage,ressentiment,southern belle,racial issues,1960s",en,42.191509,"DreamWorks SKG,1492 Pictures,Participant Productions,Imagenation Abu Dhabi FZ,Reliance Entertainment,Touchstone Pictures,,,,",8/9/11,124272124,146,The Help,7.8,1910
28000000,"Drama,Thriller,,,,","journalist,biography,internet,information leak,activist,,,,,,,",en,20.267062,"DreamWorks SKG,Participant Media,Reliance Entertainment,Touchstone Pictures,Anonymous Content,,,,,",10/11/13,8555008,128,The Fifth Estate,5.7,364
0,"Mystery,Fantasy,Adventure,Comedy,,","detective,monster,engine,based on tv series,dog,,,,,,,",en,22.644275,"Mosaic Media Group,Warner Bros.,,,,,,,,",3/24/04,181466833,93,Scooby-Doo 2: Monsters Unleashed,5.4,500
26000000,"Thriller,Adventure,Mystery,Fantasy,,","monster,mystic,church,demon,witchcraft,science,dark fantasy,3d,,,,",ru,7.182761,"Universal Pictures,Ankor-Film,,,,,,,,",1/30/14,0,127,Forbidden Kingdom,4.9,71
30000000,"Horror,,,,,","murder,marijuana,teenager,bad dream,,,,,,,,",en,26.69592,"New Line Cinema,Cecchi Gori Group Tiger Cinematografica,Avery Pix,Sean S. Cunningham Films,Crystal Lake Entertainment,WTC Productions,Yannix Technology Corporation,,,",8/15/03,114908830,97,Freddy vs. Jason,5.8,594
0,"Thriller,Drama,,,,","murder investigation,,,,,,,,,,,",en,7.336256,"Revolution Films,BBC Films,Cattleya,Vedette Finance,Multitrade,Ypsilon Films,,,,",9/6/14,0,100,The Face of an Angel,4.7,64
25000000,"Action,Adventure,Animation,Comedy,Family,Fantasy","showdown,gi,villain,genius,alien,rescue,miniaturization,robot,battle,laser gun,spear,boy genius",en,12.739721,"Nickelodeon Movies,Universal Cartoon Studios,Paramount Animation,,,,,,,",12/21/01,80936232,83,Jimmy Neutron: Boy Genius,5.6,231
25000000,"Action,Thriller,Science Fiction,,,","helicopter,monster,skyscraper,fight,camcorder,panic,chaos,supernatural,quarantine,friends,alien,rescue",en,46.942396,"Paramount Pictures,Bad Robot,,,,,,,,",1/15/08,170764026,85,Cloverfield,6.4,2251
25000000,"Science Fiction,Adventure,Action,Comedy,Family,","crime fighter,fight,mutant,turtle,ninja,reporter,new york city,,,,,",en,15.505137,"New Line Cinema,Golden Harvest Company,,,,,,,,",3/22/91,78000000,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286
25000000,"Crime,Drama,History,Thriller,,","white suit,al capone,tough cop,treasury agent,untouchable,tax evasion,jury tampering,rule of law,rooftop chase,cutting face while shaving,1930s,",en,38.272889,"Paramount Pictures,,,,,,,,,",6/2/87,76270454,119,The Untouchables,7.6,1384
25000000,"Crime,Drama,Thriller,,,","texas,drug traffic,hitman,united states\u2013mexico barrier,suspense,,,,,,,",en,53.645267,"Miramax Films,Scott Rudin Productions,Paramount Vantage,Mike Zoss Productions,,,,,,",11/8/07,171600000,122,No Country for Old Men,7.7,3003
25000000,"Action,Comedy,,,,","police operation,police officer,brother-in-law brother-in-law relationship,duringcreditsstinger,black men,,,,,,,",en,28.468,"Universal Pictures,Rainforest Films,Cube Vision,Relativity Media,,,,,,",1/7/14,153997819,99,Ride Along,6.1,853
25000000,"Comedy,Romance,Drama,,,","holiday,london england,england,alcohol,sex,lovesickness,telecaster,birthday,christmas party,news broadcast,sexual frustration,diary",en,35.310712,"Miramax Films,Universal Pictures,Studio Canal,Working Title Films,Little Bird,,,,,",4/13/01,281929795,97,Bridget Jones's Diary,6.5,1356
25000000,"Comedy,Drama,Romance,,,","chocolate,mayor,praline,single,mother daughter relationship,,,,,,,",en,28.727731,"Miramax Films,David Brown Productions,Fat Free,,,,,,,",12/14/00,152500343,121,Chocolat,6.8,951
45000000,"Comedy,,,,,","washington d.c.,boston,chambers of a barrister,tierversuch,lawyer,,,,,,,",en,4.340616,"Type A Films,Marc Platt Productions,Metro-Goldwyn-Mayer (MGM),,,,,,,",7/2/03,124914842,95,"Legally Blonde 2: Red, White & Blonde",5.1,377
25000000,"Comedy,,,,,",",,,,,,,,,,,",en,14.604911,"Twentieth Century Fox Film Corporation,Dune Entertainment,Dune Entertainment III,Chernin Entertainment,Walden Media,Face Productions,,,,",12/25/12,119772232,104,Parental Guidance,5.7,210
25000000,"Comedy,Romance,,,,","father son relationship,casual meeting,student of medicine,friends,valentine,male female relationship,open relationship,sexual humor,best friend,casual sex,best friends in love,duringcreditsstinger",en,38.688822,"Katalyst Films,The Montecito Picture Company,Handsomecharlie Films,,,,,,,",1/21/11,147780440,107,No Strings Attached,6.1,1331
25000000,"Action,Adventure,Drama,History,Western,","retirement,wyatt earp,right and justice,historical figure,,,,,,,,",en,30.537845,"Hollywood Pictures,Cinergi Pictures Entertainment,,,,,,,,",12/25/93,56505065,130,Tombstone,7.4,626
25000000,"Action,Crime,Thriller,,,","martial arts,hip-hop,oakland,asian,asian man,asian lead,,,,,,",en,19.750059,"Silver Pictures,Warner Bros.,,,,,,,,",3/20/00,91036760,115,Romeo Must Die,6,330
2800000,"Horror,Thriller,,,,","monk,prophecy,ambassador,nanny,rottweiler,devil's son,revelation,aggression by animal,photography,paranormal phenomena,cowardliness,archaeologist",en,25.939385,"Twentieth Century Fox Film Corporation,Mace Neufeld Productions,,,,,,,,",6/6/76,60922980,111,The Omen,7.2,476
25000000,"Horror,Mystery,,,,","beheading,dying and death,stroke of fate,,,,,,,,,",en,31.64341,"New Line Cinema,Zide-Perry Productions,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,Hard Eight Pictures,Matinee Pictures,Practical Pictures,,,,",2/10/06,117719158,93,Final Destination 3,5.8,974
25000000,"Drama,Romance,,,,","based on novel,wife husband relationship,photo,kennel,playing chess,bomb explosion,iraq veteran,,,,,",en,26.811541,"Village Roadshow Pictures,DiNovi Pictures,Warner Bros.,Langley Park Production,,,,,,",4/19/12,99357138,101,The Lucky One,6.8,946
60000000,"Adventure,Drama,Family,,,","brother sister relationship,friendship,bullying,neighbor,school,drawing,based on children's book,school bus,imagination,creek,clubhouse,reality vs fantasy",en,40.646102,"Walden Media,Hal Lieberman Company,Lauren Levine Productions Inc.,,,,,,,",2/16/07,137587063,96,Bridge to Terabithia,7,1113
25000000,"Drama,,,,,","london england,scotland,parents kids relationship,becoming an adult,fantasy,mother role,childhood memory,success,widow,theatre play,stroke of fate,costume",en,34.160448,"Miramax Films,Film Colony,,,,,,,,",10/17/04,116766556,106,Finding Neverland,7.2,1223
0,"Comedy,Drama,,,,","christmas,,,,,,,,,,,",en,5.377155,"Lions Gate,,,,,,,,,",12/13/13,0,100,A Madea Christmas,7,35
25000000,"Action,Drama,Thriller,,,","alcohol,isolation,wolf,wilderness,forest,stranded,alaska,survival,airplane crash,fear,howling,death",en,48.552871,"Scott Free Productions,1984 Private Defense Contractors,LD Entertainment,Open Road Films,Inferno Distribution,Chambara Pictures,,,,",1/26/12,77278331,117,The Grey,6.4,1451
25000000,"Horror,Mystery,Thriller,,,","house,imaginary friend,suspense,loss of wife,,,,,,,,",en,18.228538,"Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Josephson Entertainment,MBC Beteiligungs Filmproduktion,,,,,,",1/27/05,122644820,101,Hide and Seek,6.1,440
